08141;Manaree Bread & Cake;Jl. Waru No. 20B Rawamangun Jakarta Timur;47883039 / 087875949313;4754429
08142;PT. Alfa Sarana Makmur;Jl. Cililitan Besar4 No. 32 Jakarta Timur;80873289;80883712
08143;Atelier Indonesia;email wilind14;081284151094;0
08144;Koperasi Pegawai Kantor Pusat Dirjen Pajak;Jl. Jend. Gatot Subroto Kav. 40-42 Jakarta 12190;5250208;0
08145;Menteri Keuangan Republik Indonesia;Jakarta;0;0
0815;PT. Young Chan Indonesia;Jl. Kemang Raya No. 15 2nd FI Jakarta 12730;7180552;08561757630
0816;PT.GANDA GABE GLORIi;Jl. Muara Tegal No. 35 Sindangrasa Bogor Timur;0251-8243712;0251-8245158
0817;TCS Indonesia;Jl. Pulo Mas Barat 5E no 7 Jakarta;0;0
0818;PT. Cahaya Tiga Bintang Abadi;Jl. Musi No. 8 Jakarta 10510;085780879676;3861825
0819;PKU Muhammadiyah Ngronggot Nganjuk;Jl. PB Sudirman No. 228 Dingin Ngronggot Nganjuk;(0358) 7701044;0
082;Roti Maryam Salman;Jl. Tebet Timur Dalam VIII K No.5;087754530319;087754530319
0820;PT. Wadah Pangan Makmur;Ruko Pluit Village No. 52 (Mega Mall) Jl. Pluit Permai Raya Jakarta Utara;66670063;66670067
0821;Majelis Tarjih dan Tajdid PDM Jakarta Timur;Jl. Persahabatan Raya No. 1 Jakarta ;4712436;4712436
0822;PP Himpunan Perawat Kamar Bedah Indonesia (HIPKABI);Perumahan Cipinang Indah II, Jl. Camar Blok CC No. 18 Jakarta Timur;49784563;081316285104
0823;Yayasan Pondok Pesantren Azzaeniyah;Jl. Raya Warunggunung Petir Km. 07 Kp. Kalapa Condong Lebak Banten;081382951962;0
0824;PT. FAS Indo Raya;Gedung Graha Enka Deli, Jl. Warung Buncit Raya No. 12 Duren Tiga Pancoran Jakarta Selatan;7942414;7991094
0825;Taipei Hospital Taiwan;No. 127, Su-Yuan Road, HsinChuang District, New Taipei City 242, Taiwan, R.O.C;886-2-22765566;886-2-66352516
0826;IMM UIN SGD Bandung;Jl. H. Mulia No. 148/74 Cipadung Cibiru Bandung 40291;0;0
0827;Badan Urusan Administrasi Mahkamah Agung RI;Jl. Medan Merdeka Utara No. 9-13 Jakarta 10110 ;3843348;3810361
0828;Yayasan Kotex Mandiri;Jl. Batu Ampar II No. 62 B Rt 008/003 Kel. Batu Ampar Kec. Kramat Jati Jakarta Timur 13520;22892694;0
0829;PT. MItra Sukses Kreasindo;Komplek Ruko Golden Ville 88 DJ, Jl. Daan Mogot 11 km. 1/Jakarta 11510;5672303;5672470
083;PKU Muhammadiyah Leuwiliang - Klinik Pratama ;Jl. Raya Leuwiliang No.87 Bogor;0251-8591075;HP. 081617227507
0830;PT Mayora Indah Tbk;Jl. Daan Mogot KM 18 Kalideres Jakarta Barat 11840;806637400;54360973
0831;STIE Jakarta International College;Jl. Imam Bonjol 61 Menteng Jakarta 10310;39834061;39834060
0832;PT. Sucofindo Advisory Utama;Graha Sucopindo, Annex B, Jl. Raya Pasar Minggu Kav 34 Jakarta 12780;7983666;7986766
0833;Markas Besar Kesiapsiagaan Agkatan Muda Muhammadiyah ;Jl. Menteng Raya No. 62 Jakarta Pusat;0;0
0834;Perempuan Muslimah Amanat DKI Jakarta;Jl. Tebet Barat Raya No. 24 Jakarta Selatan;8541437;0
0835;PT. TOKO BUKU WALI SONGO;Gedung Wali Songo Jl.Kwitang Raya No.13, jakarta 10420. Indonesia;62213154890;62213154889
0836;DWS Consulting;Superblok Mega Glodok Kemayoran Lantai 1 C1-8, Jakarta Pusat;081294901078;0
0837;Practo;Jakarta;0818898423;0
0838;BLUD Puskesmas Kecamatan Johar Baru;Jl. Mardani Raya No. 36 Jakarta Pusat;4224127;4224041
0839;INDOHUN;Kampus Baru UI Depok, FKM ;0;0
084;Dana Pensiun Syariah RSIJ;Jl. Cempaka Putih Tengah VI No.12  Jakarta Pusat;021 - 4265546;021 -42873508
0840;PT. Rioca Medica;Jl. Kapuk Kapal Raya Kav. 20A, Komplek Pedona Indah Kapuk Blok A6, Jakarta Utara 14470;55958620;0
0844;Panitia Pembangunan Masjid Ahmad Dahlan & Madrasah Diniyah Takmiliyah Muhammadiyah Ahmad Dahlan Sumenep;Dusun Waru Desa Saur Saibus Sapeken Sumenep;081231474132;0
0845;P.T. Mendjangan;Jl. Tanah Abang IV/22, Jakarta 10160;3800153;3807924
0846;Pembangunan Sarana Dan Prasarana BKB - PAUD Teratai RW 06. Manggarai Jakarta ;Jl. Balimatraman RT 06/06 Kel. Manggarai Kec. Tebet Jakarta Selatan ;082113005672;0
0847;PAUD Al-Husna Kp. Cibangkur Lebak Banten;Kp. Cibangkur RT. 009/RW 002 Desa Sukadaya Kec. Cikulur, Kab. Lebak Prov. Banten;081398545366;0
0848;Fakultas Pertanian UMJ;Jl. KH. Ahmad Dahlan, Cirendeu, Tanggerang Selatan 15419;082211688619;0
0849;PT. Kumala Sarana Utama;Jl. Siliwangi No. 76 Bogor;0251 - 8372656;0251 - 8330495
085;TelkoMedika;Jl. Letjend Suprapto Kav.17 Gedung OPMC Telkom Lt.5, Jakarta;021 - 21472281;021- 21471151
0850;PT. Asuransi Bintang, TBK;Jl. RS Fatmawati No. 32 JAkarta 12430;75902777;7656287
0855;PT. Asuransi Multi Artha Guna Tbk ( Asuransi MAG);Jl. KH. Mas Mansyur kav.126, Jakarta 10220;021-2700590;021-7250223
0856;Remaja Jalan Sudiro (RJS);Jl. Sudiro Cempaka Baru Kemayoran Jakarta Pusat;081219611188;081311382363
0857;Perkumpulan Pemberantasan Tuberkulosis Indonesia;Jl. Sultan Iskandar Muda No. 66A Kebayoran Lama Utara, Jakarta Selatan;7397494;7397494
0858;C.V. Medika Group Mandiri;Jl. Batu Ampar No. 55 Kramat Jati Jakarta Timur;80886446;0
0859;PT Indo Lotte Makmur;Noble House 19th Fl. Jl. Dr. Ida Anak Agung Kav E42 No 2 Mega Kuningan Jakarta Selatan;29783198;29783199
086;Politeknik Kesehatan Aisyiyah Banten;Jl. Cilegon Km.8 Desa Pejaten Serang Banten;0245-233309;0254-233123
0860;Severo Pratama;The Royal Residence Blok C3 Jl. Pulogebang Cakung Jakarta Timur;46803329;46803330
0861;PT. Bhinneka Life Indonesia;Sinar Mas MSIG Tower Lt. 36 Jl. Jend. Sudirman Kav. 21 Setiabudi Jakarta Selatan;50807777;50807766
0862;Sekolah Pasca Sarjana UHAMKA;Jl. Warung Buncit Raya No. 17 Pancoran Jakarta Selatan 12790;791840463;79184068
0863;KalGen DNA;Komp. Bintang Toedjoe Jl. Ahmad Yani No 2 Pulomas Jakarta 13210;34723010;34723010
0864;PT. Innolab Sains Internasional;Altira Business Park Blok G7-G8 Jl. Yos Sudarso Kav. 85 Jakarta 14350;21882388;21882386
0865;Poltekes Kemenkes Semarang;Jl. Tirto Agung, Pedalangan Banyumanik Semarang;(024) 7471258;0
0866;Pondok Pesantren Al-Hikmah Nur Qolbi-Serang Banten;Kampung Panunggulan RT 010/003 Desa Mekar Baru Kecamatan Kopo Serang Banten;081380030229;081908661602
0867;PT Becton Dickinson Indonesia;Sampoerna Strategic Square South Tower 20th & 24th Floor Jl. Jend. Sudirman Kav. 45-46 Jakarta 12930;5771920;5771925
0868;KB TK Aisyiyah Bustanul Athfal 87;Jl. Gading Raya VIII No. 61 Pisangan Timur - Pulogadung Jakarta Timur;4714425;0
0869;LP POM - MUI Propinsi Banten;Jl. Syekh Nawawi Curug Kota Serang - Banten;(0254 ) 267105;0
087;PT. Griya Miesejati (Bakmi GM);Jl. Arjuna Utara No. 66, Duri Kepa - Jakarta ;021-5655008;021-5655001
0870;PT. Senior Marketing System Indonesia;Jl. Letjen Soepeno No. 34 Bellezza Shopping Arcade lt 2 unit 207-208 Jakarta;29916011;mutiara@bm-sms.co.id
0871;Siswodihardjo Office Building;Jl.AMD X, No. 60 A Petukangan Utara, Jakarta Selatan 12260;22542479;0
0872;Perhimpunan Hematologi Dan Transfusi Darah Indonesia;Jl. Lodan I No 17 Jati, Pulo Gadung Jakarta Timur;3162497;3926286
0873;PT Lippo General Insurance Tbk;Karawaci Office Park Blok I No. 30-35 Lippo Village, Tangerang 15139;55790672;55790682
0874;Forum Dokter Muhammadiyah;Jl. Tipar Cakung No 5 SUkapura Jakarta Utara;4400778;177
0875;PT. Primus Indonesia;Plaza Pasifik A2/33 Jl. Raya Boulevard Barat Kelapa Gading Permai Jakarta 14240;45843020;45843022
0876;PT. Vendoritel Indonesia Daksatama;Kompleks Gading Bukit Indah Blok U23, Kelapa Gading ;29574220;08119911293
0877;CV, CSL Mitra Abadi;Bumi Mutiara Blok JJ1 No. 37 Bojong Kulur, Kec. Gunung Putri Bogor 16969;081382183619;0
08775;Insada / Integrated design team;Intercon Plaza D/17, Maruya Ilir Jakarta 11630;5845811;insadadesignteam.com
0878;Fakultas Kedokteran. Universitas Muhammadiyah Surabaya;Jln.  Sutorejo No. 59 Surabaya 60113;(031) 3811966;(031) 3813096
0879;PT. BluePay Digital International;Griya Sinta 3rd Floor, unit 3D Jl. Tomang Raya No. 39 Tomang Grogol Pertamburan DKI Jakarta;26700270;26700274
088;Suku Dinas Kesehatan Jakarta Barat;Jl. Raya Kembangan No.2 , Kembangan Selatan, Jakarta;021-58356225;021-58356225
0880;Mochtar Riady Institute For Nanotechnology;Jl. Boulevard Jend. Sudirman 1688 Karawaci Tangerang 15811;54210123;54210110
0881;Institut Bisnis Muhammadiyah / IBM  Bekasi;Kampus Terpadu Sentra Niaga Kalimalang, jl. A Yani Blok B No. 11-22 Bekasi;88852935;08129961533
0885;Dinas Perindustrian Dan Energi;Jl. Taman Jatibaru No. 1 Jakarta Pusat;3480438;34830429
0887;PT. Regista Bunga Wijaya;Jakarta;083898547780;0
0888;IMM Jakarta Utara;Jl. Tipar Cakung No 5 Sukapura JAkarta Utara 14140;0;0
0889;PT. Icarus Multi Megah, Kilau Komunikasi Kreatif / 3K - Indonesia;Jl. Madrasah II No. 38 Sukabumi Utara Kebon Jeruk Jakarta Barat;22732283;089688531161
089;Pimpinan Cabang Muhammadiyah MPKU Kebayoran Lama;Jl. Panjang Cipulir No.1A Kebayoran Lama , Jakarta Selatan;0895331391553;0895331391553
0890;Kecamatan Johar Baru;Jl. Johar Baru Utara I No 1 Jakarta;4211592;0
0891;RSU Prof. Dr. R.D. Kandou Manado;Jl. Raya Tanawangko No. 56 Manado 95163; (0431) 838203;(0431) 838204
0894;PT. DELI BAHAGIA MANDIRI;Cityloft Building lantai 23 unit 2322 Jl Kh. Mas Mansyur 121 Jakarta Pusat;021 25558543;021 - 25558561
0899;PT. Bank Pembiayaan Rakyat Syariah Bangun Drajat Warga;Jl. Gedongkuning Selatan 131 Yagyakarta;0274 - 413552;0274 - 373584
09;dr. Ribkhi Amalia Putri, Sp.OG;-;0;0
090;PT. DEXA ARFINDO PRATAMA;Jl. Prof. Dr. Soepomo No.178 A, Tebet Jakarta Selatan;021-83786546;021 - 8313710
0900;RS Hermina Jatinegara;Jl. Raya Jatinegara Barat No. 126 Jakarta Timur 13320;8191223;8190111
09001;Kementerian Sosial RI;Jakarta;0;0
09002;LPDMI Kemenakertrans RI;Jl. Jend. Gatot Subroto Kav. 51 Jakarta ;5255733;5255733
09003;Kemenakertrans RI;Jl. Jend. Gatot Subroto Kav 51 Jakarta;5251036;5255733
09004;Deputi Bidang Pencegahan Dan Kesiapsiagaan BNPB;Jl. Ir. H. Juanda no 36 Jakarta;3442734;3505075
09005;Lembaga Kajian Kinerja Dan Profesi Indonesia /LKKPI;Jl. Gatot Subroto Kav 51 Jakarta;085210362099;43920610
09006;QCITRA;Jl. Dewi Sartika 44 Cawang Jakarta;8093049;8093049
09007;Lembaga Pemerhati Dan Pengembangan SDM Indonesia;Jl. Jend. Gatot Subroto Kav. 51 Jakarta;51199256;43935254
09008;Nusantara Media Center;Jl. Raya Setu No 9B Cipayung Jakarta;83404139;84305359
09009;Badan Pusat Statistik RI;Jl. dr. Sutomo No 6-8 Jakarta;3841195;3857046
09010;Pertamina;Jl. Kramat Raya No 59 Jakarta;3103690;3103457
09011;Kantor Pelayanan Pajak Madya Jakarta Pusat;Jl. M.I. Ridwan Rais No 5A-7 Jakarta Pusat;3442776;3442724
09012;Majelis Tenaga Kesehatan Indonesia Kemenkes RI;Jl. Hang Jebat III/F3 Kebayoran Baru PO Box No. 6015/JKS GN Jakarta;7245517;7258057
09013;Badan Pengkajian dan Penerapan Teknologi (BPPT);Jl. MH Thamrin No 8 Jakarta;3169770;3169736
09014;PT. As. Umum Bumiputera Muda 1967 Kantor Cabang Rawamangun;Jl. Paus No. 86 B Rawamangun Jakarta Timur;4701947;4700124
09015;Kementrian Lingkungan Hidup RI;Jl. D.I. Panjaitan Kebon Nanas Jakarta;8517148;8517147
09016;Pondok Pesantren Muhammadiyah Darul Arqam Sawangan;Jl. Muchtar - Jl. Maksum No 65. Sawangan Baru Depok;0251 8612110;0251 8612110
09017;Kementrian Sekretariat Negara RI;Jk. Veteran No 17-18 Jakarta;3845627;0
09018;BPKN RI;Jakarta;0;0
09019;Badan Pusat Statistik Kota Administrasi Jakarta Pusat;Jl. dr. Sutomo No. 6-8 Jakarta;3841195;3506639
09020;Kantor Pelayanan Pajak Pratama Pajak Pratama Jkt Cempaka Putih;Jl. Kwini No. 7 Jakarta;3452357;3454434
09021;Dirjen Bina Pengelolaan DAS Dan Perhutanan Sosial Kementrian Kehutanan;Jl. Gatot Subroto Senayan Jakarta ;5704501;5733431
09022;Kantor Pelayanan Perbendaharaan Negara Jakarta I;Jl. Ir. H. Juanda No. 19 Jakarta;3849192;3845794
09023;DPRD Kota Parepare;Jl. Balai Kota No. 1 Parepare;21387-22967;21387-26866
09024;Pondok Pesantren Sabilillah;Jl. Raya Cileles Gunung Kencana Km 02 Lebak, Banten;081210001924;0
09025;Pondok Pesantren Tahfizhul Qur'an KH. Ahmad Dahlan;Perumahan Trias Estate Blok B9 No. 24-026 Wanasari Cibitung Bekasi;80355456;081318223126
09026;Pondok Pesantren Nurul Iman Al-Barkah;Jl. H. Mansur No. 02 Rt 001/005, Kp. Gondrong Udik, Kel. Gondrong, Kec. Cipondoh Tengerang;55753140;0
09027;Pondok Muhammadiyah Darul Hikmah;Desa Toto Harjo Kec. Purbolinggo Kab. Lampung Timur Lampung;081279652546;081540833944
09098;UD. Sumber Jaya;Jl. Jembatan Dua Komp. Harmoni Mas Blok D-20 Jakarta;93252540 ;0
09099;DPRD Kabupaten Pinrang Sulawesi Selatan;Jl. Gatot Subroto No. 1 Pinrang;0421 921004;0421 922157
091;Pimpinan Cabang Muhammadiyah Pasar Minggu;Jl. D No17 Rt. 007 Rw.006 Komplek Rawa Bambu I Pasar Minggu Jakarta Selatan;081584872571;08128395159
0910;PT. TRIEMAX BARAKA INDONESIA;Jl.Artenatif Cibubur Km5, Bekasi 17434;021-28673527;00000
09100;Kantor Keluarga Berencana Kota Administrasi Jakarta Pusat ;Jl. Percetakan Negara raya No. C255 Jakarta Pusat;4255389;4265735
09101;Asian Hospital Management Awards ;Jakarta;0;0
09102;DPRD Prov. DKI Jakarta;Jl. Kebon Sirih No. 18 Jakarta Pusat;3868406;0
09103;Pondok Pesantren Kauman Muhammadiyah Padang Panjang Sumbar;Jl. RI. Dt. Sinaro Panjang No. 28 Padang Panjang Sumatera Barat;0752-83421;0
092;Ibu Tuti Kurnianingsih / NY. Sulasmi;Jl. Lorong Z Timur No.30 Rt.003/01 koja jakarta utara;0000;0000
093;Pengurus Daerah Persatuan Tenis Warga Pengadilan;Jl. Let Jend Suprapto , Jakarta Pusat ;021-4254257;021-4252069
094;PT. Finusoprima Farma Internasional;Jl. Landas Pacu Barat Blok B 10 Kav 2, Kemayoran Jakarta Pusat;021-65704100;021-65704101
095;Posyandu Lansia TERATAI RW 07 Kel. Cempaka Putih Timur;JL. Cempaka Putih Timur Raya No.49 , Jakarta Pusat;021-42804007;021-42804007
0951;PT. INTERSKALA MEDIKA INDONESIA ;Jl. Daan Mogot KM 18 Blok DM 9 No.62;021 -22527790;021-22527790
096;Dewan Pimpinan Pusat Ikatan Keluarga Alumni Univ. Islam Indonesia;Jl. Kerinci VIII No.63 Kebayoran Baru, Jakarta Selatan;021-27532315;021-27532316
097;Tirta Medical Centre;Bellagio Mall Unit O.G & O.UG 21 -24 Mega Kuningan Barat Kav. E4.3;021-30066507;021-30066507
098;PT. BUANA INTIPRIMA USAHA;Jl. Daan Mogot KM.18, Jakarta Barat;081292755744;085726290821
099;Yayasan Kesehatan Pertamina;Jl. HR. Rasuna Said Kav. C 7-9, Jakarta Selatan 12920;021-50961111;081320011111
0992;PT. INTERSKALA MEDIKA INDONESIA;Jl. Daan Mogot Km.18 Blok DM 9 No.62, Kalideres Jakarta Barat;021-22527790;021-22527790
10000;Afya Dental Care ;Komp Depkes Jl.Binkesmas Blok B7 No.13 Sunter Jaya, Jakarta Utara ;021-65831014/081310553484;021
10001;SMK Jakarta Dua ;Jl. Cempaka Baru Tengah No. 1-3 Jakarta;4269377;4269377
10002;SMK Muhammadiyah I Jakarta;Jl. Garuda No. 33 Kemayoran Jakarta;42879461;42879461
10003;SMK Farmasi Tunas Bangsa;Jl. Salemba Tengah II/1 Jakarta;3101243;3101243
10004;SMK Farmasi Rawasari;Jl. Let. Jend. Soeprapto No 22 Jakarta;08129158031;0
10005;SMK Farmasi Yayasan Bhumi Husada Jakarta;Jl. Fatmawati Raya No 7 Cilandak Jakarta;7509358;7509358
10006;SMK Kesehatan Fahd Islamic School;Jl. Pasar Ciplak Ujung Harapan DS. Bahagia Kec. Babelan Bekasi;36655498;0
10007;SMK Analis Kesehatan Tunas Harapan;Jl. Bendera Raya - Intisari III, Kalisari Pasar Rebo Jakarta;8720108;8720108
10008;SMP Negeri 10 Jakarta;Jakarta;4241406;4246166
10009;SMK Farmasi Ditkesad;Jakarta;0;0
1001;Wynacom Unitama Sejahtera;Jl. Bukit Gading Raya Kelapa Gading, Jakarta Utara;021 - 29451500;021 - 45876084
10010;SMK Farmasi IKIFA;Jl. Buaran II No 30A Klender, Jakarta ;86615594;8629049
10011;SMK Syanggit Cendekia;Jl. Peta Selatan No 58 Belakang Terminal Kalideres Jakarta Barat;5440401;5406433
10012;SMK Taman Siswa 1 Jakarta;Jl. Garuda No 25 Jakarta;42224336;42224336
10013;SMK Malaka Jakarta;Jl. Raya Mawar Merah No. 23 Klender Jakarta Timur;8611849;8613627
10014;SMK Yadika 6;Jl. Wadas Raya Ujung No 38 Jatiwaringin Pondok Gede;8464521;8464521
10015;SMK Muhammadiyah 11 Jakarta;Jl. Cempaka Wangi II Harapan Mulya Kemayoran Jakarta;4222125;4222125
10016;SMK Yaspi Jaya;Jl. Masjid Al-Barkah No. 16 Sunter Jaya Kec. Tanjung Priok Jakarta;65837830;0
10017;SMK Negeri 56 Jakarta;0;0;0
10018;Madrasah Aliyah Negeri I Bekasi Utara;Jl. Markisa Raya II Wisma Asri Teluk Pucung Bekasi Utara;8882771;0
10019;SMK TAMAN SISWA 2;Jalan Garuda N0. 44 Jakarta Pusat;4208347;4208347
1002;Politeknik APP Jakarta;Jl. Timbul No.34 Cipedak Jagakarsa Jakarta Selatan;021 - 7270215;021 - 7271847
10020;SMAN 104 Jakarta;Jl. H. Taiman Barat Kel. Gedong Pasar Rebo Jakarta Timur;8408247;8408247
10021;SMK Sandikta;Jl. Raya Hankam no. 208 Pondok Melati Bekasi 17414;8466569;84972414
10022;SMK PUTRA BANGSA ;Jl.Margonda Raya Gg.Kedondong Kemirimuka Depok 16423;021-7773685;0217752807
10025;BreadLife. Dolok P Sitorus;Jl.Peta Barat No.97;082114811788;0
1003;RSUP Persahabatan FKUI - Dep.Pulmonologi & Kedokteran ;Jl. Persahabatan Raya No1 Rawamangun, Jakarta 13230;021 - 4705684;021 - 4705684
1004;Badan Narkotika Nasional RI;Jl. MT.Haryono No.11 Cawang, Jakarta Timur 13630;021 - 80871566;021 - 8088525
1005;Ketua Unit CEEBM RSCM- FKUI;RS.Cipto mangunkusumo, Jl. Dipenogoro 71 Jakarta;021 - 3161760;021 - 3917945
1006;Badan Pusat Statistik Prov. DKI Jakarta;Jl. Salemba Tengah No. 36-38 Jakarta 10440;021-31928496;021 - 3152004
1008;Tim Relawan Pempek Funny;0;085780089119;085780089119
1009;Film Maker Muslim;Komplek CBD Cileduk Blok A3 No.21 , Tangerang;086506187763;085606187763
1010;RS. MUHAMMADIYAH SELOGIRI - WONOGIRI;Jalan Lama Nambangan, Selogiri, Wonogiri Jawa Tengah 57652;0273 - 322624; 0273 - 5327504
10102;Sekar Tajimas CV.;Kav. Polri Blok D III No. 962, Jelambar, Grogol Petamburan Jakarta;5606283;5606283
1011;PD PAL JAYA Pem.Prov DKI Jakarta;Jl. Sultan Agung No.1 Setiabudi Jakarta 12980;021 - 8354252;021 - 8301470
1012;PT. Pembangkitan Jawa Bali (PT PLN);Jl. Pluit Karang Ayu Utara No.1, Jakarta Utara;0000;0000
1013;Lembaga Amil Zakat Nasional Rumah Yatim;Jl. Cawang Baru No.30 Jakarta Timur ;021 - 22892283;021 - 22892283
1014;AMDK PDAM KOTA BANDUNG;Menteng Metland Blok G7/30 JAKARTA ;081546112690;081296837772
1015;PT. TRANS DANA PROFITRI;Masjid Al Wustho No. A Pondok Bambu, Duren Sawit Jakarta Timur;021 - 29483699;021 - 21285963
1023;PONDOK PESANTREN NURUL IMAN AL-BARKAH;JL. H. MANSUR NO. 02 RT. 001/005 KP. GONDRONG UDIK KEL. GONDRONG KEC. CIPONDOH KOTA TANGERANG BANTEN;021 55753140;085939654140
1024;PANITIA MUKTAMAR XVIII IKATAN MAHASISWA MUHAMMADIYAH ;JL. MENTENG RAYA 62 JAKARTA 10340;085245941933;000
11001;PT. Mustika Wisandi;Komplek Depkes Blok C12 rawa Bambu Pasar Minggu Jakarta;78842344;78842341
11002;Pusat Pengembangan Profesi Perhotelan Sahid;Jl. Gandaria III No. 3 Jakarta;7234061;7208621
11003;PT. AMERTA INDAH OTSUKA;WISMA PONDOK INDAH LANTAI, ROOM 701-702, JL. SUTAN ISKANDAR MUDA KAV.TA JAKARTA 12310;7697475;7697472
11004;PT. Satria Garda Bangsa  (SATGAS);Jl. Rawasari Timir 1 Dalam 9/2 Jakarta;42876506;42876613
11005;PT. United Pacific Solution;Jl. Buncit Raya No. 89 Jakarta;79190133;7993515
11006;PT. Rapi Anugerah Lestari;Tytyan Kencana Blok G2 No 17 Bekasi;88979030;88973835
11007;PT IS-STAMP;Jl. Suryopranoto No 67 Petojo Selatan Jakarta;3511526;3511588
11008;PT. Sharp Electronics Indonesia Jakarta ;Jl. Swadaya IV Komp Pedurenan Pulogadung Jakarta;46952419;4603919
11009;Syafa'at Marcomm;www.syafaat.com;0;0
11010;PT Caveo Biometric Security;Jl. Duri Raya No. 5C Duri Kepa-Kebon Jeruk Jakarta ;085719655655;0
11011;PT. Sanggrah Power;Jl. H. Saaba No 10 Kembangan Jakarta Barat  ;58906711;58906711
11012;PT. Fajar Putra Niaga;Jl. Gelatik Blok C No. 18 Jakasetia Bekasi ;82422186;0
11013;PT. Kurnia Promo Lestari;Jl. Suci No 84 Kel. Susukan Jakarta Timur;84309560;84597703
11014;PT. Prima Springs Mfg;Jl. Panghegar No. 21 Gede Bage Bandung ;022 7833353;022 7833353
11015;PT Warta Mitra Mandiri;Wisma Ritra Lt. 3. Jl. Warung Buncit Raya No. 6 Jakarta;7970795;7970857
11016;PT. Jaladri Prima Intertrade;Jakarta;37520442;5269453
11017;Padang Bistro;Graha SKG GN-5 Jl. Kelapa Nias Raya Blok GN No. 5 Kelapa Gading Permai Jakarta;45879418;4514538
11018;C.V. Furint Karya Interior & Furniture;Jl. Pabrik Kulit No. 31 Cakung Jakarta Timur;4604745;4604954
11019;Pusat Pengembangan Manajemen Pengadaan & Rantai Suplai Indonesia;Kelapa Gading Jakarta;4516858;4516859
11113;Telkom Indonesia Tbk. PT;Kota Kasablanka, Prudential Center 11th Floor. Jl. Casablanka Raya, Jakarta Selatan Indonesia;25552888;087885207038
11114;The Indus Hospital;Korangi crossing, Karachi 75190, Pakistan;021-5112709-17;021-5112718 
11161;Bank Syariah Mandiri, PT  Bank Syariah Mandiri, PT;Jakarta;0;0
12001;PP Ikatan Perawat Anestesi Indonesia;Jl. S. Parman Kav,. 87 Jakarta;54213046;54213046
12002;Kerukunan Pensiunan Kementrian Keuangan RI;Jl. Lapangan banteng Timur No 2-4 Jakarta;32170555;43921802
12003;Pimpinan Unit Kerja SP FARKES RSIJP;Jl. Cempaka Putih Tengah I/1 Jakarta;4250451;4206681
12004;DPD Federasi Serikat Pekerja FARKES;Jl. TB. Simatupang Tanjung Barat Jagakarsa Jakarta Selatan;98233048;0
12005;UKM KSR PMI Unit Unversitas Lampung;Jl. Prof. Dr. Soemantri Brojonrgoro no. 1 Bandarlampung;0721 7410708;0
12006;Badan Neurosains Muhammadiyah;Jakarta;0;0
12784;RS.PELNI;JAKARTA;0;0
13001;D III Kebidanan FKK UMJ;Jl. Cempaka Putih Tengah I/1 Jakarta 10510;021-4216417;021-426417
13002;Fak. Farmasi Univ. Pancasila;Srengseng Sawah, Jagakarsa Jakarta 12640;021-7864727;021-7864723
13003;FIKES Universitas Esa Unggul;Jl. Arjuna Utara 9, Kebon Jeruk Jakarta 11510;021-5682510;021-5674248
13004;DOKTER FKK UMJ;JL.KH.AHMAD DAHLAN,CIRENDEU,JAKARTA SELATAN;021-7492635;021-7492752
13006;IPB PROGRAM DIPLOMA;JL. KUMBANG NO.14 BOGOR 16151;0251-8329101;0251-8329101
13007;Perhimpunan Dokter Emergensi Indonesia;-;0;0
13008;POLTEKES JAKARTA II TEKNIK RADIODIAGNOSTIK & RADIOTERAPI;JL. HANG JEBAT III / F3 KEBAYORAN BARU JAKARTA 12120;021-7206239;021-7206239
13009;PSIK FKK UMJ;Jl. Cempaka Putih Tengah I/1 Jakarta 10510;021-42802202;021-42802202
13010;Fak. Fisioterapi Universitas Esa Unggul;Jl. Arjuna Utara 9, Tol Tomang, Kebon Jeruk Jakarta 11510;021-5674223;021-5674248
13011;FISIP UI;Kampus UI, Depok;727006;7872820
13012;UHAMKA;Jl. Limau II, Kebayoran baru, Jakarta Selatan;7394451;7261226
13013;Tapak Suci Putera Muhammadiyah UMJ;Jl. Cempaka Puti 27 Jakarta Pusat;4244016;4256023
13014;Psy Center Bandung;Jl. Purwakarta No. 3 Antapani Bandung;(022)91372085;08121494500
13015;Yayasan Pendidikan Bhumi Husada Jakarta;Jl. Fatmawati Raya No. 7 Cilandak Jakarta Selatan;7509357;7509358
13016;Akademi Farmasi Yayasan Bhumi Husada Jakarta;Jl. Fatmawati Raya No. 7 Cilandak Jakarta Selatan;7509357;7509357
13017;STIKES Kharisma Karawang;Jl. Pangkal Perjuangan Km 1 By Pass Karawang;0267-410480;0267-410842
13018;MARS UGM;Jl. farmako Sekip Utara, Jogjakarta;551408;(0274) 581679
13019;Program Pasca Sarjana - STIAMI;Jl. Letjen Soeprapto No. 504A Jakarta;4204370;4247439
13020;Fak. Farmasi Universitas Pancasila;Srengseng Sawah, Jagakarsa Jakarta;7864727;7864723
13021;Program Vokasi Universitas Indonesia;Kampus UI Depok;7867222;78849081
13022;Fak. Psikologi Universitas YARSI;Jl. Letjen. Suprapto Jakarta;4206674;4223138
13023;Program Pascasarjana Fak. Ekonomi & Bisnis Universitas Brawijaya;Jl. Mayjen Haryono 165 Malang;562154;556701
13024;Poltekes Jakarta II Teknik Elektromedik;Jl. Hang Jebat III/F3 Kebayoran Baru Jakarta;7243687;7261723
13025;Poltekes Jakarta III Kemenkes RI;Jl. Arteri JORR Jatiwarna  Pondok Melati Bekasi;84978693;84978696
